mutanID,bug,line,(Pos)rank,(Pos)FLscore,(Neg)rank,(Neg)FLscore,susValue,ef,nf,ep,np
71,false,41,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,45,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,46,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,47,1,1.0,2,0.9565217391304348,0.7071067811865475,1,0,1,1,
71,false,49,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,49,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,50,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,51,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,52,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,52,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,true,53,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,54,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,57,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,58,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,62,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,63,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,64,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,65,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,66,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,66,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,67,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,68,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,69,3,0.9130434782608696,24,0.0,0.5773502691896258,1,0,2,0,
71,false,73,1,1.0,2,0.9565217391304348,0.7071067811865475,1,0,1,1,
