FileName,StartLine,EndLine,susValue,ef,nf,ep,np
src/main/java/example/MinimumPathSum.java,34,34,0.6546536707079772,3,0,4,0,
src/main/java/example/MinimumPathSum.java,35,35,0.6546536707079772,3,0,4,0,
src/main/java/example/MinimumPathSum.java,37,37,0.6546536707079772,3,0,4,0,
src/main/java/example/MinimumPathSum.java,38,38,0.0,0,3,1,3,
src/main/java/example/MinimumPathSum.java,41,41,0.7071067811865476,3,0,3,1,
src/main/java/example/MinimumPathSum.java,44,44,0.7071067811865476,3,0,3,1,
src/main/java/example/MinimumPathSum.java,47,47,0.7071067811865476,3,0,3,1,
src/main/java/example/MinimumPathSum.java,48,48,0.8660254037844387,3,0,1,3,
src/main/java/example/MinimumPathSum.java,52,52,0.7071067811865476,3,0,3,1,
src/main/java/example/MinimumPathSum.java,52,60,0.7071067811865476,3,0,3,1,
src/main/java/example/MinimumPathSum.java,54,54,0.8660254037844387,3,0,1,3,
src/main/java/example/MinimumPathSum.java,56,56,0.8660254037844387,3,0,1,3,
src/main/java/example/MinimumPathSum.java,58,58,1.0,3,0,0,4,
src/main/java/example/MinimumPathSum.java,63,63,0.7071067811865476,3,0,3,1,
